Time,Counts,Normalized_Counts
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,1.0,0.006211180124223602
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,2.0,0.012422360248447204
10800.0,1.0,0.006211180124223602
10800.0,3.0,0.018633540372670808
10800.0,1.0,0.006211180124223602
10800.0,1.0,0.006211180124223602
10800.0,1.0,0.006211180124223602
10800.0,4.0,0.024844720496894408
10800.0,3.0,0.018633540372670808
10800.0,4.0,0.024844720496894408
10800.0,2.0,0.012422360248447204
10800.0,3.0,0.018633540372670808
10800.0,5.0,0.031055900621118012
10800.0,10.0,0.062111801242236024
10800.0,7.0,0.043478260869565216
10800.0,4.0,0.024844720496894408
10800.0,9.0,0.055900621118012424
10800.0,7.0,0.043478260869565216
10800.0,8.0,0.049689440993788817
10800.0,5.0,0.031055900621118012
10800.0,5.0,0.031055900621118012
10800.0,8.0,0.049689440993788817
10800.0,8.0,0.049689440993788817
10800.0,8.0,0.049689440993788817
10800.0,2.0,0.012422360248447204
10800.0,11.0,0.06832298136645963
10800.0,4.0,0.024844720496894408
10800.0,11.0,0.06832298136645963
10800.0,6.0,0.037267080745341616
10800.0,4.0,0.024844720496894408
10800.0,1.0,0.006211180124223602
10800.0,3.0,0.018633540372670808
10800.0,2.0,0.012422360248447204
10800.0,1.0,0.006211180124223602
10800.0,1.0,0.006211180124223602
10800.0,1.0,0.006211180124223602
10800.0,1.0,0.006211180124223602
10800.0,1.0,0.006211180124223602
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,2.0,0.012422360248447204
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
10800.0,0.0,0.0
