Time,Counts,Normalized_Counts
5200.0,0.0,0.0
5200.0,0.0,0.0
5200.0,0.0,0.0
5200.0,0.0,0.0
5200.0,1.0,0.006369426751592357
5200.0,0.0,0.0
5200.0,0.0,0.0
5200.0,0.0,0.0
5200.0,0.0,0.0
5200.0,0.0,0.0
5200.0,0.0,0.0
5200.0,0.0,0.0
5200.0,0.0,0.0
5200.0,0.0,0.0
5200.0,0.0,0.0
5200.0,1.0,0.006369426751592357
5200.0,0.0,0.0
5200.0,0.0,0.0
5200.0,0.0,0.0
5200.0,0.0,0.0
5200.0,0.0,0.0
5200.0,0.0,0.0
5200.0,0.0,0.0
5200.0,1.0,0.006369426751592357
5200.0,0.0,0.0
5200.0,1.0,0.006369426751592357
5200.0,0.0,0.0
5200.0,1.0,0.006369426751592357
5200.0,0.0,0.0
5200.0,0.0,0.0
5200.0,0.0,0.0
5200.0,0.0,0.0
5200.0,0.0,0.0
5200.0,1.0,0.006369426751592357
5200.0,2.0,0.012738853503184714
5200.0,1.0,0.006369426751592357
5200.0,0.0,0.0
5200.0,0.0,0.0
5200.0,0.0,0.0
5200.0,0.0,0.0
5200.0,0.0,0.0
5200.0,1.0,0.006369426751592357
5200.0,1.0,0.006369426751592357
5200.0,2.0,0.012738853503184714
5200.0,4.0,0.025477707006369428
5200.0,2.0,0.012738853503184714
5200.0,1.0,0.006369426751592357
5200.0,1.0,0.006369426751592357
5200.0,2.0,0.012738853503184714
5200.0,1.0,0.006369426751592357
5200.0,0.0,0.0
5200.0,3.0,0.01910828025477707
5200.0,5.0,0.03184713375796178
5200.0,3.0,0.01910828025477707
5200.0,2.0,0.012738853503184714
5200.0,1.0,0.006369426751592357
5200.0,4.0,0.025477707006369428
5200.0,3.0,0.01910828025477707
5200.0,2.0,0.012738853503184714
5200.0,3.0,0.01910828025477707
5200.0,4.0,0.025477707006369428
5200.0,3.0,0.01910828025477707
5200.0,4.0,0.025477707006369428
5200.0,3.0,0.01910828025477707
5200.0,1.0,0.006369426751592357
5200.0,1.0,0.006369426751592357
5200.0,0.0,0.0
5200.0,1.0,0.006369426751592357
5200.0,7.0,0.044585987261146494
5200.0,2.0,0.012738853503184714
5200.0,4.0,0.025477707006369428
5200.0,1.0,0.006369426751592357
5200.0,3.0,0.01910828025477707
5200.0,4.0,0.025477707006369428
5200.0,1.0,0.006369426751592357
5200.0,3.0,0.01910828025477707
5200.0,3.0,0.01910828025477707
5200.0,0.0,0.0
5200.0,7.0,0.044585987261146494
5200.0,2.0,0.012738853503184714
5200.0,1.0,0.006369426751592357
5200.0,3.0,0.01910828025477707
5200.0,0.0,0.0
5200.0,4.0,0.025477707006369428
5200.0,4.0,0.025477707006369428
5200.0,5.0,0.03184713375796178
5200.0,5.0,0.03184713375796178
5200.0,0.0,0.0
5200.0,3.0,0.01910828025477707
5200.0,1.0,0.006369426751592357
5200.0,3.0,0.01910828025477707
5200.0,1.0,0.006369426751592357
5200.0,1.0,0.006369426751592357
5200.0,1.0,0.006369426751592357
5200.0,3.0,0.01910828025477707
5200.0,0.0,0.0
5200.0,2.0,0.012738853503184714
5200.0,0.0,0.0
5200.0,3.0,0.01910828025477707
5200.0,0.0,0.0
5200.0,0.0,0.0
5200.0,1.0,0.006369426751592357
5200.0,0.0,0.0
5200.0,1.0,0.006369426751592357
5200.0,1.0,0.006369426751592357
5200.0,0.0,0.0
5200.0,1.0,0.006369426751592357
5200.0,1.0,0.006369426751592357
5200.0,0.0,0.0
5200.0,0.0,0.0
5200.0,2.0,0.012738853503184714
5200.0,0.0,0.0
5200.0,0.0,0.0
5200.0,0.0,0.0
5200.0,0.0,0.0
5200.0,2.0,0.012738853503184714
5200.0,0.0,0.0
5200.0,0.0,0.0
5200.0,1.0,0.006369426751592357
5200.0,0.0,0.0
5200.0,0.0,0.0
5200.0,0.0,0.0
5200.0,1.0,0.006369426751592357
5200.0,1.0,0.006369426751592357
5200.0,1.0,0.006369426751592357
5200.0,0.0,0.0
5200.0,0.0,0.0
5200.0,0.0,0.0
5200.0,0.0,0.0
5200.0,0.0,0.0
5200.0,0.0,0.0
5200.0,0.0,0.0
5200.0,0.0,0.0
5200.0,0.0,0.0
5200.0,0.0,0.0
5200.0,0.0,0.0
5200.0,0.0,0.0
5200.0,0.0,0.0
5200.0,0.0,0.0
5200.0,0.0,0.0
