Time,Counts,Normalized_Counts
15600.0,0.0,0.0
15600.0,0.0,0.0
15600.0,0.0,0.0
15600.0,0.0,0.0
15600.0,0.0,0.0
15600.0,0.0,0.0
15600.0,0.0,0.0
15600.0,0.0,0.0
15600.0,0.0,0.0
15600.0,0.0,0.0
15600.0,0.0,0.0
15600.0,0.0,0.0
15600.0,0.0,0.0
15600.0,0.0,0.0
15600.0,0.0,0.0
15600.0,0.0,0.0
15600.0,1.0,0.006369426751592357
15600.0,0.0,0.0
15600.0,0.0,0.0
15600.0,0.0,0.0
15600.0,0.0,0.0
15600.0,0.0,0.0
15600.0,0.0,0.0
15600.0,0.0,0.0
15600.0,0.0,0.0
15600.0,0.0,0.0
15600.0,0.0,0.0
15600.0,0.0,0.0
15600.0,0.0,0.0
15600.0,1.0,0.006369426751592357
15600.0,0.0,0.0
15600.0,3.0,0.01910828025477707
15600.0,0.0,0.0
15600.0,1.0,0.006369426751592357
15600.0,0.0,0.0
15600.0,1.0,0.006369426751592357
15600.0,0.0,0.0
15600.0,1.0,0.006369426751592357
15600.0,1.0,0.006369426751592357
15600.0,0.0,0.0
15600.0,0.0,0.0
15600.0,1.0,0.006369426751592357
15600.0,2.0,0.012738853503184714
15600.0,0.0,0.0
15600.0,0.0,0.0
15600.0,0.0,0.0
15600.0,1.0,0.006369426751592357
15600.0,1.0,0.006369426751592357
15600.0,1.0,0.006369426751592357
15600.0,0.0,0.0
15600.0,2.0,0.012738853503184714
15600.0,0.0,0.0
15600.0,1.0,0.006369426751592357
15600.0,2.0,0.012738853503184714
15600.0,3.0,0.01910828025477707
15600.0,2.0,0.012738853503184714
15600.0,4.0,0.025477707006369428
15600.0,2.0,0.012738853503184714
15600.0,4.0,0.025477707006369428
15600.0,4.0,0.025477707006369428
15600.0,3.0,0.01910828025477707
15600.0,2.0,0.012738853503184714
15600.0,7.0,0.044585987261146494
15600.0,4.0,0.025477707006369428
15600.0,4.0,0.025477707006369428
15600.0,2.0,0.012738853503184714
15600.0,3.0,0.01910828025477707
15600.0,4.0,0.025477707006369428
15600.0,1.0,0.006369426751592357
15600.0,7.0,0.044585987261146494
15600.0,1.0,0.006369426751592357
15600.0,3.0,0.01910828025477707
15600.0,7.0,0.044585987261146494
15600.0,1.0,0.006369426751592357
15600.0,2.0,0.012738853503184714
15600.0,4.0,0.025477707006369428
15600.0,3.0,0.01910828025477707
15600.0,1.0,0.006369426751592357
15600.0,4.0,0.025477707006369428
15600.0,4.0,0.025477707006369428
15600.0,2.0,0.012738853503184714
15600.0,4.0,0.025477707006369428
15600.0,2.0,0.012738853503184714
15600.0,5.0,0.03184713375796178
15600.0,2.0,0.012738853503184714
15600.0,2.0,0.012738853503184714
15600.0,3.0,0.01910828025477707
15600.0,0.0,0.0
15600.0,1.0,0.006369426751592357
15600.0,3.0,0.01910828025477707
15600.0,3.0,0.01910828025477707
15600.0,1.0,0.006369426751592357
15600.0,1.0,0.006369426751592357
15600.0,0.0,0.0
15600.0,3.0,0.01910828025477707
15600.0,2.0,0.012738853503184714
15600.0,0.0,0.0
15600.0,1.0,0.006369426751592357
15600.0,5.0,0.03184713375796178
15600.0,0.0,0.0
15600.0,1.0,0.006369426751592357
15600.0,1.0,0.006369426751592357
15600.0,1.0,0.006369426751592357
15600.0,0.0,0.0
15600.0,1.0,0.006369426751592357
15600.0,1.0,0.006369426751592357
15600.0,1.0,0.006369426751592357
15600.0,1.0,0.006369426751592357
15600.0,1.0,0.006369426751592357
15600.0,0.0,0.0
15600.0,0.0,0.0
15600.0,1.0,0.006369426751592357
15600.0,0.0,0.0
15600.0,0.0,0.0
15600.0,0.0,0.0
15600.0,1.0,0.006369426751592357
15600.0,0.0,0.0
15600.0,0.0,0.0
15600.0,0.0,0.0
15600.0,0.0,0.0
15600.0,0.0,0.0
15600.0,0.0,0.0
15600.0,0.0,0.0
15600.0,0.0,0.0
15600.0,0.0,0.0
15600.0,0.0,0.0
15600.0,0.0,0.0
15600.0,1.0,0.006369426751592357
15600.0,0.0,0.0
15600.0,0.0,0.0
15600.0,0.0,0.0
15600.0,0.0,0.0
15600.0,0.0,0.0
15600.0,0.0,0.0
15600.0,0.0,0.0
15600.0,0.0,0.0
15600.0,0.0,0.0
15600.0,0.0,0.0
15600.0,0.0,0.0
15600.0,0.0,0.0
