Time,Counts,Normalized_Counts
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,1.0,0.009345794392523364
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,1.0,0.009345794392523364
3200.0,1.0,0.009345794392523364
3200.0,1.0,0.009345794392523364
3200.0,2.0,0.018691588785046728
3200.0,1.0,0.009345794392523364
3200.0,0.0,0.0
3200.0,2.0,0.018691588785046728
3200.0,6.0,0.056074766355140186
3200.0,5.0,0.04672897196261682
3200.0,0.0,0.0
3200.0,3.0,0.028037383177570093
3200.0,2.0,0.018691588785046728
3200.0,3.0,0.028037383177570093
3200.0,1.0,0.009345794392523364
3200.0,3.0,0.028037383177570093
3200.0,0.0,0.0
3200.0,1.0,0.009345794392523364
3200.0,2.0,0.018691588785046728
3200.0,6.0,0.056074766355140186
3200.0,2.0,0.018691588785046728
3200.0,4.0,0.037383177570093455
3200.0,5.0,0.04672897196261682
3200.0,2.0,0.018691588785046728
3200.0,1.0,0.009345794392523364
3200.0,1.0,0.009345794392523364
3200.0,3.0,0.028037383177570093
3200.0,4.0,0.037383177570093455
3200.0,1.0,0.009345794392523364
3200.0,4.0,0.037383177570093455
3200.0,1.0,0.009345794392523364
3200.0,0.0,0.0
3200.0,3.0,0.028037383177570093
3200.0,5.0,0.04672897196261682
3200.0,3.0,0.028037383177570093
3200.0,5.0,0.04672897196261682
3200.0,3.0,0.028037383177570093
3200.0,1.0,0.009345794392523364
3200.0,2.0,0.018691588785046728
3200.0,3.0,0.028037383177570093
3200.0,1.0,0.009345794392523364
3200.0,2.0,0.018691588785046728
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,2.0,0.018691588785046728
3200.0,1.0,0.009345794392523364
3200.0,2.0,0.018691588785046728
3200.0,1.0,0.009345794392523364
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,1.0,0.009345794392523364
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,1.0,0.009345794392523364
3200.0,1.0,0.009345794392523364
3200.0,0.0,0.0
3200.0,1.0,0.009345794392523364
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
3200.0,0.0,0.0
